iter	Passed	Remaining
412	3492	4964
413	3498	4952
414	3504	4940
415	3510	4927
416	3516	4916
417	3522	4904
418	3527	4891
419	3533	4879
420	3539	4867
421	3544	4855
422	3550	4843
423	3556	4831
424	3562	4819
425	3568	4807
426	3573	4795
427	3579	4784
428	3585	4772
429	3591	4761
430	3597	4749
431	3603	4737
432	3609	4726
433	3615	4714
434	3620	4703
435	3626	4691
436	3633	4681
437	3641	4672
438	3648	4662
439	3655	4652
440	3662	4642
441	3671	4635
442	3678	4625
443	3683	4613
444	3689	4601
445	3695	4590
446	3701	4578
447	3707	4567
448	3713	4556
449	3718	4544
450	3724	4533
451	3732	4525
452	3738	4514
453	3744	4503
454	3750	4492
455	3755	4480
456	3761	4469
457	3767	4458
458	3773	4447
459	3779	4436
460	3784	4425
461	3790	4414
462	3796	4403
463	3802	4392
464	3811	4385
465	3818	4375
466	3825	4366
467	3832	4357
468	3839	4347
469	3846	4337
470	3852	4326
471	3859	4317
472	3865	4306
473	3871	4295
474	3876	4284
475	3882	4274
476	3888	4263
477	3894	4252
478	3900	4242
479	3906	4231
480	3911	4220
481	3917	4210
482	3923	4199
483	3928	4188
484	3934	4178
485	3940	4167
486	3946	4157
487	3952	4147
488	3958	4136
489	3964	4125
490	3970	4115
491	3978	4107
492	3985	4098
493	3992	4089
494	3999	4080
495	4006	4071
496	4015	4063
497	4020	4053
498	4026	4042
499	4032	4032
500	4040	4024
501	4046	4014
502	4053	4005
503	4060	3995
504	4065	3985
505	4071	3975
506	4077	3964
507	4083	3955
508	4090	3945
509	4096	3935
510	4101	3925
511	4107	3915
512	4113	3904
513	4119	3894
514	4125	3884
515	4130	3874
516	4136	3864
517	4145	3857
518	4152	3848
519	4160	3840
520	4167	3831
521	4174	3822
522	4181	3813
523	4188	3805
524	4196	3796
525	4202	3786
526	4208	3777
527	4214	3767
528	4221	3758
529	4228	3750
530	4236	3742
531	4244	3734
532	4252	3726
533	4259	3717
534	4267	3709
535	4276	3702
536	4283	3693
537	4292	3686
538	4300	3678
539	4308	3670
540	4318	3664
541	4326	3655
542	4334	3648
543	4341	3639
544	4347	3629
545	4354	3621
546	4362	3612
547	4370	3605
548	4377	3596
549	4384	3587
550	4390	3577
551	4396	3568
552	4402	3558
553	4409	3549
554	4416	3541
555	4423	3532
556	4430	3523
557	4436	3514
558	4443	3505
559	4451	3497
560	4460	3490
561	4467	3481
562	4475	3474
563	4483	3466
564	4490	3457
565	4497	3448
566	4503	3438
567	4509	3430
568	4515	3420
569	4521	3410
570	4527	3401
571	4533	3392
572	4538	3382
573	4544	3372
574	4550	3363
575	4556	3354
576	4562	3344
577	4569	3336
578	4576	3327
579	4582	3318
580	4588	3308
581	4593	3299
582	4599	3290
583	4605	3280
584	4613	3273
585	4621	3264
586	4628	3256
587	4636	3248
588	4644	3241
589	4650	3231
590	4658	3223
591	4664	3214
592	4669	3205
593	4677	3196
594	4683	3187
595	4689	3178
596	4694	3169
597	4700	3160
598	4706	3150
599	4712	3141
600	4718	3132
601	4724	3123
602	4730	3114
603	4736	3105
604	4742	3096
605	4748	3087
606	4754	3078
607	4760	3068
608	4766	3060
609	4771	3050
610	4777	3041
611	4786	3034
612	4793	3026
613	4799	3017
614	4806	3009
615	4815	3001
616	4823	2994
617	4830	2985
618	4836	2977
619	4842	2968
620	4848	2959
621	4854	2949
622	4860	2941
623	4866	2932
624	4871	2923
625	4877	2914
626	4883	2905
627	4888	2895
628	4894	2886
629	4900	2877
630	4906	2869
631	4913	2861
632	4919	2852
633	4925	2843
634	4931	2834
635	4938	2826
636	4944	2817
637	4952	2810
638	4960	2802
639	4969	2795
640	4976	2787
641	4985	2779
642	4994	2773
643	5000	2764
644	5006	2755
645	5012	2746
646	5019	2738
647	5024	2729
648	5031	2720
649	5036	2712
650	5042	2703
651	5048	2694
652	5054	2685
653	5060	2677
654	5066	2668
655	5073	2660
656	5079	2651
657	5085	2643
658	5091	2634
659	5097	2625
660	5103	2617
661	5109	2608
662	5115	2600
663	5123	2592
664	5131	2585
665	5138	2577
666	5145	2569
667	5153	2561
668	5161	2553
669	5167	2545
670	5174	2537
671	5180	2528
672	5186	2520
673	5192	2511
674	5199	2503
675	5205	2494
676	5210	2486
677	5216	2477
678	5222	2469
679	5228	2460
680	5243	2456
681	5252	2448
682	5258	2440
683	5264	2432
684	5270	2423
685	5276	2415
686	5282	2406
687	5291	2399
688	5297	2391
689	5303	2382
690	5310	2374
691	5318	2367
692	5325	2359
693	5333	2351
694	5339	2343
695	5345	2334
696	5351	2326
697	5358	2318
698	5364	2310
699	5370	2301
700	5376	2293
701	5384	2285
702	5390	2277
703	5396	2268
704	5403	2261
705	5410	2252
706	5416	2244
707	5422	2236
708	5431	2229
709	5438	2221
710	5444	2213
711	5451	2205
712	5459	2197
713	5466	2189
714	5474	2182
715	5482	2174
716	5490	2167
717	5498	2159
718	5504	2151
719	5511	2143
720	5518	2135
721	5524	2126
722	5530	2118
723	5537	2110
724	5542	2102
725	5549	2094
726	5555	2086
727	5563	2078
728	5570	2070
729	5576	2062
730	5582	2054
731	5590	2046
732	5597	2038
733	5603	2030
734	5611	2023
735	5618	2015
736	5623	2006
737	5630	1998
738	5635	1990
739	5641	1982
740	5647	1973
741	5653	1965
742	5658	1957
743	5664	1949
744	5669	1940
745	5675	1932
746	5681	1924
747	5687	1916
748	5694	1908
749	5699	1899
750	5705	1891
751	5711	1883
752	5717	1875
753	5723	1867
754	5729	1859
755	5735	1851
756	5741	1842
757	5746	1834
758	5752	1826
759	5761	1819
760	5770	1812
761	5779	1805
762	5788	1797
763	5795	1790
764	5801	1782
765	5808	1774
766	5815	1766
767	5821	1758
768	5828	1750
769	5836	1743
770	5843	1735
771	5848	1727
772	5855	1719
773	5862	1711
774	5867	1703
775	5873	1695
776	5881	1687
777	5887	1680
778	5893	1672
779	5901	1664
780	5907	1656
781	5913	1648
782	5919	1640
783	5928	1633
784	5935	1625
785	5942	1617
786	5950	1610
787	5957	1602
788	5964	1595
789	5971	1587
790	5979	1579
791	5985	1571
792	5992	1564
793	5998	1556
794	6004	1548
795	6010	1540
796	6016	1532
797	6022	1524
798	6028	1516
799	6034	1508
800	6040	1500
801	6046	1492
802	6052	1484
803	6058	1476
804	6064	1468
805	6069	1460
806	6076	1453
807	6083	1445
808	6088	1437
809	6096	1430
810	6103	1422
811	6111	1415
812	6119	1407
813	6127	1400
814	6135	1392
815	6141	1384
816	6148	1377
817	6155	1369
818	6163	1362
819	6169	1354
820	6176	1346
821	6184	1339
822	6191	1331
823	6197	1323
824	6203	1315
825	6209	1308
826	6215	1300
827	6222	1292
828	6228	1284
829	6234	1276
830	6240	1269
831	6246	1261
832	6252	1253
833	6258	1245
834	6266	1238
835	6272	1230
836	6278	1222
837	6286	1215
838	6292	1207
839	6300	1200
840	6308	1192
841	6314	1184
842	6322	1177
843	6329	1169
844	6335	1162
845	6341	1154
846	6347	1146
847	6353	1138
848	6366	1132
849	6375	1125
850	6387	1118
851	6394	1110
852	6403	1103
853	6411	1096
854	6420	1088
855	6427	1081
856	6435	1073
857	6442	1066
858	6450	1058
859	6458	1051
860	6467	1044
861	6475	1036
862	6481	1028
863	6488	1021
864	6496	1013
865	6502	1006
866	6508	998
867	6516	990
868	6523	983
869	6528	975
870	6535	967
871	6541	960
872	6547	952
873	6553	944
874	6559	937
875	6565	929
876	6571	921
877	6577	913
878	6582	906
879	6588	898
880	6594	890
881	6602	883
882	6607	875
883	6613	867
884	6619	860
885	6626	852
886	6634	845
887	6642	837
888	6649	830
889	6657	822
890	6664	815
891	6684	809
892	6693	802
893	6703	794
894	6709	787
895	6717	779
896	6726	772
897	6733	764
898	6740	757
899	6749	749
900	6757	742
901	6763	734
902	6770	727
903	6778	719
904	6784	712
905	6794	704
906	6802	697
907	6808	689
908	6816	682
909	6822	674
910	6828	667
911	6836	659
912	6844	652
913	6850	644
914	6857	637
915	6865	629
916	6872	622
917	6878	614
918	6885	606
919	6892	599
920	6899	591
921	6908	584
922	6915	576
923	6921	569
924	6929	561
925	6936	554
926	6943	546
927	6953	539
928	6960	531
929	6966	524
930	6975	517
931	6982	509
932	6987	501
933	6996	494
934	7002	486
935	7008	479
936	7015	471
937	7022	464
938	7028	456
939	7034	449
940	7043	441
941	7049	434
942	7055	426
943	7063	419
944	7069	411
945	7077	403
946	7085	396
947	7092	389
948	7100	381
949	7107	374
950	7115	366
951	7122	359
952	7132	351
953	7139	344
954	7145	336
955	7154	329
956	7160	321
957	7165	314
958	7173	306
959	7182	299
960	7188	291
961	7194	284
962	7202	276
963	7208	269
964	7214	261
965	7222	254
966	7229	246
967	7235	239
968	7243	231
969	7252	224
970	7259	216
971	7268	209
972	7275	201
973	7282	194
974	7292	186
975	7298	179
976	7304	171
977	7313	164
978	7320	157
979	7325	149
980	7334	142
981	7341	134
982	7347	127
983	7356	119
984	7362	112
985	7368	104
986	7376	97
987	7383	89
988	7389	82
989	7395	74
990	7404	67
991	7410	59
992	7417	52
993	7427	44
994	7434	37
995	7441	29
996	7448	22
997	7455	14
998	7465	7
999	7473	0
